=======================================================================
ID     | NOME DO ALUNO                       | CURSO                    
1725   | Davi Luiz Pinheira                  | Agronomia                
1726   | Mércia Ximenes                      | Enfermagem               
1727   | Sra. Liz Novaes                     | Engenharia de Software   
1728   | Dr. Maria Fernanda Pimenta          | Administracao            
1729   | Heitor Castanheira                  | Ciencia da Computacao    
1730   | Luana Bonfim                        | Direito                  
1731   | Davi Barata                         | Psicologia               
1732   | Srta. Maria Sophia da Silveira      | Arquitetura              
1733   | Antônio Ambrósio                    | Sistemas de Informacao   
1734   | Larissa Cardoso                     | Psicologia               
1735   | Luiz Gustavo Limeira                | Agronomia                
1736   | Sr. Sílvia Braga                    | Psicologia               
1737   | Marcelo Pinheira                    | Engenharia de Software   
1738   | Oliver Viana Filho                  | Psicologia               
1739   | Maria Flor Martim Jr.               | Enfermagem               
1740   | Paulo da Conceição                  | Ciencia da Computacao    
1741   | Nicole Filgueira Neto               | Agronomia                
1742   | Sara Quarteira                      | Administracao            
1743   | Henrique Mendes Neto                | Enfermagem               
1744   | Marcela Matoso                      | Direito                  
1745   | Daniel Galvão                       | Administracao            
1746   | Srta. Henry Moreno                  | Enfermagem               
1747   | Bruna Carreira                      | Psicologia               
1748   | Olívia Jaques                       | Direito                  
1749   | João Victor Bittencourt Filho       | Enfermagem               
1750   | Dr. Fabrício Paes                   | Enfermagem               
1751   | Srta. Aurora Álvares                | Ciencia da Computacao    
1752   | Srta. Isabella Ramalho              | Engenharia de Software   
1753   | Beatriz Arantes                     | Engenharia de Software   
1754   | Arthur Passarinho                   | Engenharia de Software   
1755   | Maitê Lobos                         | Enfermagem               
1756   | Srta. Alessandra Campos             | Ciencia da Computacao    
1757   | Tomás Silva                         | Sistemas de Informacao   
1758   | João Guilherme Palhares             | Agronomia                
1759   | Nataniel Ornelas Filho              | Direito                  
1760   | Clara Meireles Jr.                  | Medicina                 
1761   | Isabella Geraldes                   | Enfermagem               
1762   | Mércia Carvalheira                  | Medicina                 
1763   | Beatriz Pedroso                     | Arquitetura              
1764   | Pablo Filgueira Jr.                 | Psicologia               
1765   | Marli de Assunção Neto              | Engenharia de Software   
1766   | Sra. João Gabriel Macieira          | Sistemas de Informacao   
1767   | Aline Alves Filho                   | Direito                  
1768   | Márcia Barroso                      | Psicologia               
1769   | Maria Helena Lima                   | Sistemas de Informacao   
1770   | Dr. Pedro Gonçalves                 | Arquitetura              
1771   | Marcela Hernandes Jr.               | Sistemas de Informacao   
1772   | João Vitor Aroeira                  | Ciencia da Computacao    
1773   | Francisco Corte                     | Administracao            
1774   | Kléber Fogaça                       | Sistemas de Informacao   
1775   | Nicole Rocha                        | Administracao            
1776   | Isadora Castanho                    | Arquitetura              
1777   | Alice Hernandes                     | Sistemas de Informacao   
1778   | Sr. Washington Moraes               | Psicologia               
1779   | Maria Eduarda Monteira              | Psicologia               
1780   | João Victor Moraes                  | Arquitetura              
1781   | Margarida Marins                    | Medicina                 
1782   | Luan Modesto Filho                  | Medicina                 
